recording_id	source	split	condition	segment_index	start	end	duration_s	success	text	action_family	object_name	external_rgb_samples	force_samples	proprioception_samples	excluded_official_issue	matched_usable	target_action
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	7	1736852760.7767494	1736852767.93004	7.153290510177612	True	Remove USB.	remove	USB	215	7155	4131	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	8	1736852767.9434085	1736852773.093797	5.150388479232788	True	Place USB.	place	USB	154	5150	2996	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	9	1736852773.110111	1736852781.0767202	7.966609239578247	True	Remove Ethernet.	remove	Ethernet	239	7965	4675	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	10	1736852781.093343	1736852784.4100554	3.3167123794555664	True	Place Ethernet.	place	Ethernet	100	3316	1852	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	11	1736852784.426772	1736852800.8267322	16.399960041046143	True	Remove BNC.	remove	BNC	492	16400	9602	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	12	1736852800.843609	1736852804.243452	3.3998429775238037	True	Place BNC.	place	BNC	102	3400	1946	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	13	1736852804.2603877	1736852811.0766926	6.816304922103882	True	Remove round peg 1.	remove	round peg 1	205	6818	4011	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	14	1736852811.0936165	1736852814.8436775	3.75006103515625	True	Place round peg 1.	place	round peg 1	113	3750	2155	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	15	1736852814.8601043	1736852821.1266878	6.266583442687988	True	Remove round peg 2.	remove	round peg 2	188	6267	3682	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	16	1736852821.1434538	1736852824.67672	3.533266067504883	True	Place round peg 2.	place	round peg 2	106	3532	2048	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	17	1736852824.6938276	1736852832.6101146	7.916286945343018	True	Remove square peg 4.	remove	square peg 4	238	7916	4612	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	18	1736852832.6267602	1736852838.1601412	5.53338098526001	True	Place square peg 4.	place	square peg 4	166	5532	3233	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	19	1736852838.1768394	1736852851.2600527	13.083213329315186	True	Remove square peg 3.	remove	square peg 3	392	13083	7747	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	20	1736852851.2766926	1736852856.6434288	5.366736173629761	True	Place square peg 3.	place	square peg 3	161	5366	3145	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	21	1736852856.6600332	1736852869.1600692	12.500036001205444	True	Remove bolt 4.	remove	bolt 4	375	12501	7347	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	22	1736852869.176914	1736852873.093439	3.91652512550354	True	Place bolt 4.	place	bolt 4	117	3916	2278	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	23	1736852873.1100929	1736852885.5100234	12.399930477142334	True	Remove small gear.	remove	small gear	372	12401	7299	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	24	1736852885.5295424	1736852889.026858	3.4973156452178955	True	Place small gear.	place	small gear	105	3498	2030	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	25	1736852889.0434306	1736852897.0267055	7.983274936676025	True	Remove large gear.	remove	large gear	239	7985	4661	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	26	1736852897.043506	1736852900.7100904	3.6665844917297363	True	Place large gear.	place	large gear	110	3667	2104	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	27	1736852900.7267413	1736852908.9100752	8.18333387374878	True	Remove medium gear.	remove	medium gear	246	8184	4621	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	28	1736852908.9267445	1736852912.6933837	3.766639232635498	True	Place medium gear.	place	medium gear	113	3767	2091	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	29	1736852912.7108212	1736852920.3100746	7.599253416061401	True	Remove round peg 3.	remove	round peg 3	228	7600	4243	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	30	1736852920.3267803	1736852926.1937196	5.866939306259155	True	Place round peg 3.	place	round peg 3	176	5868	3284	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	31	1736852926.2101183	1736852935.0435832	8.833464860916138	True	Remove square peg 2.	remove	square peg 2	265	8834	4965	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	32	1736852935.0601146	1736852939.1433618	4.083247184753418	True	Place square peg 2.	place	square peg 2	123	4084	2244	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	33	1736852939.160085	1736852948.0267022	8.866617202758789	True	Remove round peg 4.	remove	round peg 4	266	8864	5021	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	34	1736852948.0433953	1736852954.3434434	6.300048112869263	True	Place round peg 4.	place	round peg 4	189	6301	3574	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	35	1736852954.360282	1736852965.876776	11.516494035720825	True	Remove square peg 1.	remove	square peg 1	346	11519	6521	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	36	1736852965.8935552	1736852972.8766906	6.983135461807251	True	Place square peg 1.	place	square peg 1	210	6983	3957	False	True	True
2025-01-14-12-05-01	v4_new	train_split1.txt	no documented issue	37	1736852972.893759	1736852975.1435368	2.2497777938842773	True	No action.	no_action		68	2250	1233	False	True	False
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	0	1736777169.6943674	1736777171.427697	1.7333295345306396	True	No action.	no_action		52	1734	1041	False	True	False
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	1	1736777171.4443984	1736777176.3110492	4.866650819778442	True	Remove D-SUB.	remove	D-SUB	146	4864	2773	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	2	1736777176.32771	1736777180.511037	4.1833271980285645	True	Place D-SUB.	place	D-SUB	126	4181	2389	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	3	1736777180.5276663	1736777188.0944388	7.5667724609375	True	Remove round peg 1.	remove	round peg 1	227	7566	4342	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	4	1736777188.1112063	1736777191.3110268	3.1998205184936523	True	Place round peg 1.	place	round peg 1	96	3200	1796	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	5	1736777191.3278666	1736777198.8777084	7.54984188079834	True	Remove round peg 2.	remove	round peg 2	227	7550	4369	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	6	1736777198.8944438	1736777202.677884	3.783440351486206	True	Place round peg 2.	place	round peg 2	114	3784	2154	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	7	1736777202.6943877	1736777210.2111433	7.5167555809021	False	Remove square peg 4.	remove	square peg 4	226	7517	4289	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	8	1736777210.2276545	1736777216.4777038	6.250049352645874	True	Remove USB.	remove	USB	188	6249	3598	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	9	1736777216.494445	1736777220.1615627	3.6671175956726074	True	Place USB.	place	USB	110	3667	2049	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	10	1736777220.177787	1736777227.0276268	6.849839687347412	True	Remove square peg 4.	remove	square peg 4	205	6852	3966	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	11	1736777227.044354	1736777230.0776954	3.033341407775879	True	Place square peg 4.	place	square peg 4	91	3034	1710	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	12	1736777230.0943422	1736777239.310994	9.216651678085327	True	Remove waterproof.	remove	waterproof	277	9220	5297	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	13	1736777239.3277347	1736777243.961042	4.633307218551636	True	Place waterproof.	place	waterproof	139	4634	2628	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	14	1736777243.978022	1736777259.36162	15.38359785079956	True	Remove square peg 3.	remove	square peg 3	461	15384	8729	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	15	1736777259.3776798	1736777264.0445218	4.666841983795166	True	Place square peg 3.	place	square peg 3	140	4668	2548	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	16	1736777264.0610487	1736777270.577699	6.516650199890137	True	Remove round peg 3.	remove	round peg 3	196	6515	3604	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	17	1736777270.5944276	1736777274.1110122	3.516584634780884	True	Place round peg 3.	place	round peg 3	106	3516	1895	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	18	1736777274.1280017	1736777280.31101	6.183008193969727	True	Remove large gear.	remove	large gear	186	6184	3406	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	19	1736777280.3276927	1736777283.4443512	3.1166584491729736	True	Place large gear.	place	large gear	94	3117	1700	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	20	1736777283.4609988	1736777289.0110254	5.5500266551971436	True	Remove medium gear.	remove	medium gear	167	5550	3087	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	21	1736777289.027686	1736777292.4777217	3.450035572052002	True	Place medium gear.	place	medium gear	104	3450	1905	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	22	1736777292.494317	1736777298.3777697	5.883452653884888	True	Remove small gear.	remove	small gear	177	5882	3276	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	23	1736777298.3944244	1736777301.661088	3.2666635513305664	True	Place small gear.	place	small gear	98	3266	1798	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	24	1736777301.677718	1736777307.5776649	5.899946928024292	True	Remove round peg 4.	remove	round peg 4	177	5900	3290	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	25	1736777307.594801	1736777310.7943528	3.199551820755005	True	Place round peg 4.	place	round peg 4	96	3201	1774	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	26	1736777310.8110893	1736777316.661297	5.850207805633545	True	Remove square peg 1.	remove	square peg 1	175	5850	3274	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	27	1736777316.6777291	1736777320.12764	3.449910879135132	True	Place square peg 1.	place	square peg 1	103	3450	1887	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	28	1736777320.144401	1736777330.8446012	10.700200080871582	True	Remove BNC.	remove	BNC	321	10701	5985	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	29	1736777330.8616242	1736777334.5777388	3.7161145210266113	True	Place BNC.	place	BNC	112	3716	2087	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	30	1736777334.5946066	1736777342.5817163	7.987109661102295	True	Remove square peg 2.	remove	square peg 2	240	7988	4479	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	31	1736777342.5943122	1736777346.5453503	3.951038122177124	True	Place square peg 2.	place	square peg 2	119	3951	2212	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	32	1736777346.560993	1736777361.6443713	15.083378314971924	True	Remove bolt 4.	remove	bolt 4	453	15086	8538	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	33	1736777361.6610258	1736777365.4110315	3.7500057220458984	True	Place bolt 4.	place	bolt 4	113	3749	2050	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	34	1736777365.4277215	1736777375.8943253	10.466603755950928	True	Remove Ethernet.	remove	Ethernet	314	10466	5968	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	35	1736777375.9110622	1736777382.0110326	6.09997034072876	True	Place Ethernet.	place	Ethernet	183	6099	3498	False	True	True
2025-01-13-15-06-09	v4_new	train_split1.txt	no documented issue	36	1736777382.0276935	1736777384.5610106	2.5333170890808105	True	No action.	no_action		76	2534	1407	False	True	False
2025-01-13-17-40-45	v4_new	train_split1.txt	no documented issue	0	1736786446.0319865	1736786449.2486308	3.216644287109375	True	No action.	no_action		97	3216	1874	False	True	False
2025-01-13-17-40-45	v4_new	train_split1.txt	no documented issue	1	1736786449.265376	1736786458.0153673	8.749991178512573	True	Pick USB.	pick	USB	263	8752	5066	False	True	True
2025-01-13-17-40-45	v4_new	train_split1.txt	no documented issue	2	1736786458.0319903	1736786477.6486568	19.616666555404663	True	Insert USB.	insert	USB	589	19614	11345	False	True	True
2025-01-13-17-40-45	v4_new	train_split1.txt	no documented issue	3	1736786477.6653476	1736786483.9653368	6.299989223480225	True	Pick small gear.	pick	small gear	189	6298	3590	False	True	True
2025-01-13-17-40-45	v4_new	train_split1.txt	no documented issue	4	1736786483.9820857	1736786497.915312	13.933226346969604	True	Insert small gear.	insert	small gear	418	13934	8062	False	True	True
2025-01-13-17-40-45	v4_new	train_split1.txt	no documented issue	5	1736786497.9319837	1736786503.165279	5.233295202255249	True	Pick D-SUB.	pick	D-SUB	157	5233	2962	False	True	True
2025-01-13-17-40-45	v4_new	train_split1.txt	no documented issue	6	1736786503.182026	1736786535.6653335	32.48330760002136	True	Insert D-SUB.	insert	D-SUB	974	32483	18463	False	True	True
2025-01-13-17-40-45	v4_new	train_split1.txt	no documented issue	7	1736786535.68201	1736786541.7152426	6.033232688903809	True	Pick waterproof.	pick	waterproof	181	6034	3278	False	True	True
2025-01-13-17-40-45	v4_new	train_split1.txt	no documented issue	8	1736786541.7320008	1736786546.1656168	4.4336159229278564	True	Place waterproof.	place	waterproof	133	4434	2338	False	True	True
2025-01-13-17-40-45	v4_new	train_split1.txt	no documented issue	9	1736786546.182198	1736786550.6986108	4.516412734985352	True	Pick waterproof.	pick	waterproof	135	4518	2470	False	True	True
2025-01-13-17-40-45	v4_new	train_split1.txt	no documented issue	10	1736786550.7174022	1736786566.1986454	15.481243133544922	True	Insert waterproof.	insert	waterproof	464	15482	8526	False	True	True
2025-01-13-17-40-45	v4_new	train_split1.txt	no documented issue	11	1736786566.21534	1736786573.9153194	7.699979543685913	True	Pick medium gear.	pick	medium gear	231	7699	4201	False	True	True
2025-01-13-17-40-45	v4_new	train_split1.txt	no documented issue	12	1736786573.9320068	1736786590.1154282	16.18342137336731	True	Insert medium gear.	insert	medium gear	486	16180	9090	False	True	True
2025-01-13-17-40-45	v4_new	train_split1.txt	no documented issue	13	1736786590.131912	1736786596.598668	6.466756105422974	True	Pick large gear.	pick	large gear	194	6465	3583	False	True	True
2025-01-13-17-40-45	v4_new	train_split1.txt	no documented issue	14	1736786596.6155574	1736786622.1985629	25.58300542831421	True	Insert large gear.	insert	large gear	768	25584	14391	False	True	True
2025-01-13-17-40-45	v4_new	train_split1.txt	no documented issue	15	1736786622.2159226	1736786628.0486383	5.832715749740601	True	Pick BNC.	pick	BNC	175	5832	3269	False	True	True
2025-01-13-17-40-45	v4_new	train_split1.txt	no documented issue	16	1736786628.0658543	1736786642.798601	14.732746601104736	False	Insert BNC.	insert	BNC	442	14734	8191	False	True	True
2025-01-13-17-40-45	v4_new	train_split1.txt	no documented issue	17	1736786642.8153038	1736786644.931947	2.116643190383911	True	No action.	no_action		63	2117	1170	False	True	False
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	0	1736530305.0285585	1736530309.2786255	4.2500669956207275	True	No action.	no_action		127	4249	2481	False	True	False
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	1	1736530309.2953577	1736530317.061967	7.766609191894531	True	Pick BNC.	pick	BNC	232	7768	4422	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	2	1736530317.0786595	1736530348.228658	31.149998426437378	True	Insert BNC.	insert	BNC	935	31150	18108	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	3	1736530348.2454183	1736530358.295327	10.049908638000488	True	Pick round peg 4.	pick	round peg 4	302	10049	5771	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	4	1736530358.312021	1736530374.1815605	15.869539499282837	True	Insert round peg 4.	insert	round peg 4	476	15870	9336	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	5	1736530374.1954622	1736530382.6952736	8.49981141090393	True	Pick Ethernet.	pick	Ethernet	255	8502	4907	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	6	1736530382.712128	1736530402.2619526	19.549824714660645	True	Insert Ethernet.	insert	Ethernet	587	19551	11444	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	7	1736530402.2786782	1736530412.3119369	10.03325867652893	True	Pick D-SUB.	pick	D-SUB	301	10032	5884	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	8	1736530412.3286414	1736530441.89527	29.5666286945343	True	Insert D-SUB.	insert	D-SUB	887	29567	17318	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	9	1736530441.9119823	1736530450.6619768	8.74999451637268	True	Pick large gear.	pick	large gear	263	8748	5005	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	10	1736530450.6786213	1736530480.2292411	29.55061984062195	True	Insert large gear.	insert	large gear	887	29552	16685	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	11	1736530480.2463522	1736530489.0453863	8.799034118652344	True	Pick medium gear.	pick	medium gear	264	8800	4913	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	12	1736530489.061963	1736530492.495278	3.433314800262451	False	Insert medium gear.	insert	medium gear	103	3434	1849	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	13	1736530492.5120058	1736530501.5620654	9.05005955696106	True	Pick medium gear.	pick	medium gear	272	9051	5141	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	14	1736530501.5787466	1736530507.2785158	5.6997692584991455	True	Place medium gear.	place	medium gear	171	5700	3187	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	15	1736530507.295484	1736530514.195662	6.900177955627441	True	Pick medium gear.	pick	medium gear	207	6901	3842	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	16	1736530514.2120154	1736530531.178687	16.96667170524597	True	Insert medium gear.	insert	medium gear	509	16968	9611	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	17	1736530531.1952534	1736530538.695214	7.499960660934448	True	Pick small gear.	pick	small gear	226	7499	4206	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	18	1736530538.7119758	1736530563.995313	25.283337116241455	True	Insert small gear.	insert	small gear	759	25284	14570	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	19	1736530564.0138073	1736530571.2786212	7.2648138999938965	True	Pick waterproof.	pick	waterproof	218	7265	4109	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	20	1736530571.2952783	1736530596.1786952	24.883416891098022	True	Insert waterproof.	insert	waterproof	746	24882	14460	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	21	1736530596.1952767	1736530605.3619905	9.16671371459961	False	Pick USB.	pick	USB	275	9168	5241	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	22	1736530605.3787348	1736530611.4286587	6.049923896789551	True	Pick USB.	pick	USB	182	6051	3474	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	23	1736530611.4454231	1736530625.9952722	14.549849033355713	True	Insert USB.	insert	USB	437	14550	8458	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	24	1736530626.011942	1736530640.1619473	14.150005340576172	True	Pick bolt 4.	pick	bolt 4	425	14151	8154	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	25	1736530640.178682	1736530660.495232	20.3165500164032	False	Insert bolt 4.	insert	bolt 4	609	20317	11853	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	26	1736530660.5118828	1736530675.029569	14.517686128616333	False	Insert bolt 4.	insert	bolt 4	436	14518	8463	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	27	1736530675.045436	1736530682.2286284	7.183192491531372	True	Pick bolt 4.	pick	bolt 4	216	7182	4186	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	28	1736530682.2453585	1736530694.9785595	12.733201026916504	True	Insert bolt 4.	insert	bolt 4	382	12733	7478	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	29	1736530694.995438	1736530703.6119502	8.616512060165405	True	Pick square peg 4.	pick	square peg 4	258	8617	5008	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	30	1736530703.6287174	1736530712.3786428	8.749925374984741	True	Insert square peg 4.	insert	square peg 4	262	8749	5120	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	31	1736530712.3953507	1736530718.9286697	6.533318996429443	True	Pick square peg 3.	pick	square peg 3	196	6538	3821	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	32	1736530718.945488	1736530740.645301	21.6998131275177	True	Insert square peg 3.	insert	square peg 3	651	21700	12685	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	33	1736530740.6619506	1736530750.011957	9.350006341934204	False	Pick round peg 3.	pick	round peg 3	280	9350	5295	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	34	1736530750.028858	1736530756.8296022	6.800744295120239	True	Pick round peg 3.	pick	round peg 3	204	6801	3867	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	35	1736530756.8453517	1736530765.1119206	8.266568899154663	True	Insert round peg 3.	insert	round peg 3	248	8267	4659	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	36	1736530765.1288054	1736530773.6954248	8.566619396209717	True	Pick round peg 2.	pick	round peg 2	257	8566	4809	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	37	1736530773.7120266	1736530781.3619294	7.649902820587158	False	Insert round peg 2.	insert	round peg 2	230	7650	4220	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	38	1736530781.379361	1736530786.9621143	5.582753419876099	True	Insert round peg 2.	insert	round peg 2	168	5584	3128	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	39	1736530786.9787135	1736530795.661935	8.683221578598022	True	Pick round peg 1.	pick	round peg 1	261	8683	4912	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	40	1736530795.6788368	1736530803.6618776	7.983040809631348	True	Insert round peg 1.	insert	round peg 1	240	7984	4526	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	41	1736530803.678676	1736530815.0787516	11.400075674057007	True	Pick square peg 2.	pick	square peg 2	342	11401	6372	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	42	1736530815.0953398	1736530824.8118875	9.716547727584839	True	Insert square peg 2.	insert	square peg 2	291	9718	5491	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	43	1736530824.8285308	1736530832.945524	8.116993188858032	True	Pick square peg 1.	pick	square peg 1	243	8118	4521	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	44	1736530832.9619465	1736530852.8787746	19.916828155517578	True	Insert square peg 1.	insert	square peg 1	597	19916	11425	False	True	True
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	45	1736530852.895292	1736530855.4452724	2.549980401992798	True	No action.	no_action		76	2550	1413	False	True	False
2025-01-10-18-31-44	v4_new	train_split1.txt	no documented issue	46	1736530852.895292	1736530855.4452724	2.549980401992798	True	No action.	no_action		76	2550	1413	False	True	False
2025-01-13-19-04-46	v4_new	train_split1.txt	no documented issue	0	1736791487.5756657	1736791490.9590476	3.3833818435668945	True	No action.	no_action		101	3384	1986	False	True	False
2025-01-13-19-04-46	v4_new	train_split1.txt	no documented issue	1	1736791490.9757488	1736791501.659009	10.683260202407837	True	Pick BNC.	pick	BNC	320	10684	6185	False	True	True
2025-01-13-19-04-46	v4_new	train_split1.txt	no documented issue	2	1736791501.6756964	1736791521.0090504	19.333353996276855	False	Insert BNC.	insert	BNC	580	19336	11320	False	True	True
2025-01-13-19-04-46	v4_new	train_split1.txt	no documented issue	3	1736791521.0257094	1736791526.5923605	5.566651105880737	True	Place BNC.	place	BNC	167	5568	3219	False	True	True
2025-01-13-19-04-46	v4_new	train_split1.txt	no documented issue	4	1736791526.6095295	1736791531.159007	4.549477577209473	True	Pick BNC.	pick	BNC	136	4549	2611	False	True	True
2025-01-13-19-04-46	v4_new	train_split1.txt	no documented issue	5	1736791531.1756375	1736791552.509038	21.33340048789978	False	Insert BNC.	insert	BNC	640	21333	12230	False	True	True
2025-01-13-19-04-46	v4_new	train_split1.txt	no documented issue	6	1736791552.5260794	1736791553.0924354	0.5663559436798096	True	No action.	no_action		17	565	319	False	True	False
2025-01-14-10-49-57	v4_new	train_split1.txt	no documented issue	0	1736848197.996513	1736848201.463168	3.4666550159454346	True	No action.	no_action		104	3467	2054	False	True	False
2025-01-14-10-49-57	v4_new	train_split1.txt	no documented issue	1	1736848201.479741	1736848212.1631217	10.683380603790283	True	Remove Ethernet.	remove	Ethernet	321	10680	6307	False	True	True
2025-01-14-10-49-57	v4_new	train_split1.txt	no documented issue	2	1736848212.17986	1736848219.729691	7.549830913543701	True	Place Ethernet.	place	Ethernet	227	7552	4455	False	True	True
2025-01-14-10-49-57	v4_new	train_split1.txt	no documented issue	3	1736848219.7465122	1736848226.4964876	6.7499754428863525	True	Remove D-SUB.	remove	D-SUB	203	6751	3940	False	True	True
2025-01-14-10-49-57	v4_new	train_split1.txt	no documented issue	4	1736848226.513153	1736848231.146521	4.633368015289307	True	Place D-SUB.	place	D-SUB	139	4633	2670	False	True	True
2025-01-14-10-49-57	v4_new	train_split1.txt	no documented issue	5	1736848231.1636765	1736848240.7798443	9.616167783737183	True	Remove square peg 2.	remove	square peg 2	288	9618	5682	False	True	True
2025-01-14-10-49-57	v4_new	train_split1.txt	no documented issue	6	1736848240.7965243	1736848246.9297762	6.133251905441284	True	Place square peg 2.	place	square peg 2	184	6134	3584	False	True	True
2025-01-14-10-49-57	v4_new	train_split1.txt	no documented issue	7	1736848246.9465234	1736848258.0797975	11.13327407836914	True	Remove bolt 4.	remove	bolt 4	334	11134	6626	False	True	True
2025-01-14-10-49-57	v4_new	train_split1.txt	no documented issue	8	1736848258.096544	1736848262.6298337	4.533289670944214	True	Place bolt 4.	place	bolt 4	136	4534	2645	False	True	True
2025-01-14-10-49-57	v4_new	train_split1.txt	no documented issue	9	1736848262.646628	1736848280.0131574	17.36652946472168	True	Remove round peg 4.	remove	round peg 4	521	17368	10296	False	True	True
2025-01-14-10-49-57	v4_new	train_split1.txt	no documented issue	10	1736848280.029848	1736848285.813132	5.783283948898315	True	Place round peg 4.	place	round peg 4	173	5784	3364	False	True	True
